"","Year 0","Year 1","Year 2","Year 3","Year 4","Year 5","Year 6","Year 7","Year 8","Year 9","Year 10","Year 11","Year 12","Year 13","Year 14","Year 15","Year 16","Year 17","Year 18","Year 19","Year 20"
"Sample 87",960000,1148681.33310873,1129983.98753213,1146046.51922703,1199294.17723538,1223790.91737492,1218273.91868887,1247871.8199478,1232473.77764832,1220882.37161858,1248855.78023545,1265991.30522109,1315217.69281991,1343083.36108305,1364905.17922703,1368858.40834857,1370771.81754032,1354584.852975,1360064.89390414,1374259.45062376,1408983.04870316
"Sample 88",960000,956089.258611938,911552.233803277,890901.337356176,842996.364378282,802743.254762741,757344.30865375,710785.770764602,657099.117631654,603640.473114673,557270.252388542,510857.986335013,466607.884679498,415367.901337527,374723.535111433,325156.150491444,269131.55533067,222201.578910008,175518.421576991,130035.892412616,90410.9845268166
"Sample 89",960000,1376798.3656351,1363028.04559349,1339881.48367279,1405457.08220989,1335931.67889047,1355122.34247238,1359950.96751261,1354549.40176007,1330319.98918727,1313103.80923549,1268191.47761594,1281313.97744319,1267670.82673493,1267666.39824379,1251595.09772592,1199816.90809423,1165469.32094441,1121104.39917647,1105029.76333315,1102046.61336337
"Sample 90",960000,1145877.93400627,1112156.35054281,1094617.89090725,1116180.77061199,1137551.87363617,1155330.95047671,1127307.45913514,1140399.28841154,1145012.92878772,1172205.7288047,1188427.44929477,1192080.14782217,1214796.83452551,1201447.87576733,1250285.43347129,1255240.78686978,1259528.75439094,1249268.52664399,1297326.03855942,1301689.49420034
"Sample 91",960000,1275487.13867207,1170261.98182856,1288294.18414848,1296649.00124569,1379678.94527288,1463768.27742302,1509667.19219829,1613589.66390372,1623057.69985453,1701339.04722095,1753944.8735739,1808353.91044691,1855860.65066853,1941299.88175892,1998864.08313406,2134105.2303841,2230780.74113099,2401326.74876483,2640000.48919678,2751103.94453292
"Sample 92",960000,983995.873635395,929106.608978576,879779.528356044,816280.546747478,794650.82037179,730328.474746184,663856.824153322,587890.697843644,544183.543706438,502811.986742757,447739.642405682,384035.788861029,326753.7643125,268029.092716295,216621.103024636,167547.058661295,108402.265102566,60827.5448008894,16113.4491259577,1170.01838671364
"Sample 93",960000,1259846.07080811,1200729.38204021,1230240.64240823,1215963.3580702,1185798.30665433,1204944.27612973,1213262.86771358,1185910.77637166,1181211.43733575,1179947.19359585,1160168.93762967,1131848.73890758,1121124.48287313,1165232.9064822,1101934.20472038,1157989.61274912,1126363.91976998,1125188.8080497,1074436.18784292,1030592.24236364
"Sample 94",960000,1104039.5297115,1012668.98887749,998067.106167367,960051.459594777,924720.184167694,922457.307719205,902347.272927179,845955.236327235,782996.044712323,770301.388855108,720450.358568411,696063.466680539,655173.654432403,635181.665188119,593943.32205812,537346.537739542,491140.354815009,451193.549240392,419754.167236368,382361.053691286
"Sample 95",960000,1218274.58766803,1224756.32971737,1157037.67538772,1097464.49342377,1017658.42130796,957051.585845118,928467.372312006,861567.50559761,812223.904749606,730577.486415719,657383.159482576,587352.930369948,520745.293620171,455050.826552683,381732.255813847,317225.693721445,255294.499950191,198042.046213443,132267.374086154,84881.3728053495
"Sample 96",960000,1008266.57389366,1054550.72349184,1117639.13370934,1154502.79416833,1181257.38374297,1229743.20533066,1262304.10452595,1317689.42037913,1395759.35139849,1463599.36176726,1542120.31922301,1577222.96402229,1680232.42318481,1802807.54411663,1882639.44856795,2002428.82277575,2166374.3741087,2237884.47098422,2383614.06172525,2584145.85938936
"Sample 97",960000,1166767.7327957,1163818.83721144,1168808.84822263,1211524.89073892,1210389.70910681,1251140.93578516,1251267.12935156,1308855.13118846,1316087.02721792,1356194.62113144,1415462.48210781,1422894.33100975,1458959.9702088,1507870.05045309,1543042.74025491,1589056.80341208,1658112.43870011,1751901.39480546,1832670.87176872,1862822.62089791
"Sample 98",960000,1035570.53697122,1016921.11254983,1013505.13552796,969741.117248364,882119.694502818,860642.011006409,788456.108919885,754455.907830119,736586.355313405,697442.612791366,654637.101276217,614516.505680668,562557.108360175,520432.14236971,463106.223763267,403619.826174742,362659.673719071,317109.06681957,273061.632145654,238465.270079083
"Sample 99",960000,1019724.83187758,1023596.54900558,1025957.41017157,1047896.59582035,1059778.85370659,1046144.62545403,1060780.74841088,1048966.97715718,1067086.84944202,1089153.76887524,1090921.26578945,1116330.00459536,1110635.68068577,1122225.07919164,1099742.5549951,1138057.28101634,1153684.01825155,1185941.24006062,1197274.38991808,1205234.27653315
"Sample 100",960000,1322872.51377697,1295901.19060965,1342541.25141647,1335461.95980622,1316674.25455618,1329132.22423467,1369920.4177924,1390077.47319166,1425986.57585192,1433344.52342832,1452479.14811211,1505417.01102889,1510533.27557441,1504381.24684749,1587985.66616501,1621271.03359687,1694879.54823978,1671730.13101361,1747600.17656045,1757233.93758856
