,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.708224765666761,0.718939839828759,0.814693713434041,0.726016163652763,0.699253384898417,0.757236974711064,0.769008227660321,0.866626254878938,0.881921224607155,0.858796183290891,0.847369352210313
Sample No. 609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 610,1,1,1,1,1,1,1,1,1,1,1,1,0.756662142289802,0.72781901672855,0.788385218185373,0.776225458121859,0.729748329568189,0.817480725994334,0.72025012914231,0.868567193274386,0.887427272696979,0.862487362533808,0.854021233056672,0.859360873512924,0.92476774983108,0.983078512828797,0.944934017714113,0.976967896707356,0.967659712005407,0.930156096164137,0.974657282046974
Sample No. 611,1,1,1,1,1,1,1,1,1,0.714039590083063,0.770212337539066,0.82285416089138,0.814166354470886,0.828394557397347,0.804059311073739,0.686385778909549,0.898697613676079,0.907390305669047,0.899192096143961,0.847460659106262,0.852096255252138,0.968801791667938,0.936973015367985,0.920507356710732,0.958103158026934,0.936903932821006,0.986771550718695,0.98526071306318,0.939031070116907,1,1
Sample No. 612,1,1,1,1,1,1,1,1,1,1,0.765438799188938,0.734587327613495,0.722325981572736,0.718393096317537,0.835949602480046,0.754432914302684,0.808596667928156,0.86769430239778,0.863988460085355,0.848344613326713,0.915151119482704,0.910059634576552,0.929562631975859,0.999992777165025,0.96003390815109,0.930321001596749,0.95918994333595,0.92860986744985,0.956287473384291,0.993735995739698,1
Sample No. 613,1,1,1,1,1,1,1,0.76115435005771,0.728177116149105,0.782063109918032,0.702175888618454,0.791166023946367,0.697642624263186,0.739069094009697,0.901045246712863,0.913001353580505,0.900552102974616,0.901038459871896,0.896716382002458,0.990198051854968,0.992002969831228,0.992765005193651,0.9331654798612,0.933669953774661,0.973327963463962,0.968322578761727,0.965720666330308,1,1,1,1
Sample No. 614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746302423802204,0.700617235132027,0.756038347993977,0.82306543489825,0.819746008772869,0.812703606545925,0.774870498607866,0.863429876504466,0.912753611012362
Sample No. 615,1,1,0.77955309184175,0.833882074536756,0.792010581750888,0.753303842538968,0.820321869339328,0.734745437059552,0.745892706875689,0.876685096056201,0.901694198220968,0.845173378602602,0.896138354473747,0.871168384461664,0.974416879992932,0.974050106406212,0.994521026723087,0.994859736673534,0.920970756672323,0.956217119507492,0.985163797736168,0.966052386052907,1,1,1,1,1,1,1,1,1
Sample No. 616,1,1,1,1,0.699401258224622,0.774410468294751,0.717565979856532,0.778338750173803,0.75756684451038,0.707926715807058,0.82393500943575,0.885704074813984,0.888049025306478,0.843491321964189,0.917239369887859,0.857583457940258,0.924641134794801,0.938297934364527,0.948795444052666,0.964501100797206,0.947450920734555,0.947667268905789,0.953706353046,0.928487481828779,1,1,1,1,1,1,1
Sample No. 617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.688838078117929,0.721216806805693,0.795629992279224,0.804930039939005,0.761575746188406,0.699122794602532,0.758445548966061,0.918663178558461,0.842276529435068,0.877705871418119,0.837252524442971,0.913595890823752
Sample No. 618,1,1,0.722548007465899,0.736573084084317,0.806102771813981,0.686765448389575,0.727667198459618,0.760069307278842,0.719132067602128,0.86311782701686,0.902174699677154,0.862711787482724,0.892462793228217,0.90137770753447,0.923509610593319,0.981465972177684,0.979894681517035,0.992634295187891,0.945584502629936,0.960989832412452,0.920478132423013,0.949716191887856,1,1,1,1,1,1,1,1,1
Sample No. 619,1,1,1,1,1,1,1,1,1,1,0.730063542946242,0.692477863760665,0.783872191620991,0.760918047792744,0.831069884415716,0.789104184451513,0.826344426303636,0.902468847230077,0.865709764893167,0.867612052335404,0.864061717854813,0.910098534793593,0.923654254283756,0.95103736223653,0.996998958140612,0.976661257296801,0.947177894134074,0.944864153731614,0.981551570519805,0.942976958658546,1
Sample No. 620,1,1,0.749634200207889,0.733972512955312,0.781957821165212,0.800755339466501,0.770014457464218,0.764190183883999,0.821290182835888,0.84831355184596,0.880288846435957,0.877369002137333,0.899188812471926,0.916538632523269,0.949456985667348,0.977411123272032,0.975641519427299,0.939412282295525,0.992496946509927,0.969871368017048,0.963443099018186,0.992340300474316,1,1,1,1,1,1,1,1,1
Sample No. 621,1,0.807843021467794,0.817131987692788,0.723809789553285,0.828874178173952,0.699736867567059,0.692233417289332,0.704292464769911,0.858680784150958,0.88523682601843,0.908247958379798,0.908790329817682,0.893059740712866,0.943771917205304,0.989948670361191,0.943259923215956,0.932100935354829,0.97709790289402,0.933244145847857,0.921568080317229,0.945657920148224,1,1,1,1,1,1,1,1,1,1
Sample No. 622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75374876897689,0.804258133484051,0.823440069019794,0.782401995886117,0.822719599983189,0.73988826149283,0.782235290134791,0.901742731600069,0.892097334354185,0.862898242167197,0.887877781446092,0.864956985406578,0.925341527462006
Sample No. 623,1,1,1,1,1,1,1,1,1,1,0.7680707017323,0.743921290514059,0.796497104143724,0.814386015270371,0.793751276029739,0.720505742578767,0.694192172506824,0.846447068879381,0.892047783481889,0.891805192098953,0.843997203622013,0.884386755504645,0.964483454488218,0.955671724416316,0.945787835363299,0.920795163549483,0.960724537111819,0.941871862951666,0.958982977494597,0.940810453034937,1
Sample No. 624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.69139983935887,0.699063544605393,0.783210598469246,0.728428570275661,0.775643412479199,0.724956828904338,0.774619748316705,0.911777444977313,0.898409801394679,0.838232388579287,0.855787855769508,0.837104037636891
Sample No. 625,1,1,1,1,1,0.720056492336094,0.739371277439874,0.794428125327919,0.699337727973703,0.752005917545408,0.770386409865692,0.707974347019568,0.861779099142179,0.8675811074581,0.858757091642357,0.910921529036015,0.839708948517218,0.985173044931144,0.993470942955464,0.962494268808514,0.983276038672775,0.961801061555743,0.962969111986458,0.970776620060205,0.93279811585322,1,1,1,1,1,1
Sample No. 626,1,1,1,1,1,1,1,0.729975242075976,0.702476736986078,0.73901944174571,0.782330118866172,0.779082169350237,0.831393840014003,0.744828947041184,0.898292652322911,0.858017215592787,0.918412211695686,0.870939900903031,0.838827224508859,0.995620103739202,0.944757782220841,0.953110611122102,0.952245633453131,0.954120123479515,0.930907448157668,0.964767057225108,0.982766865715385,1,1,1,1
Sample No. 627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786243060465436,0.823375788483769,0.805491633737925,0.727647759079933,0.754866759864613,0.703113758937921,0.79221954825474,0.875480594221503,0.860538082708605,0.903285733481869,0.85299924873095,0.848989200282842
Sample No. 628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796971485252958,0.777618248517625,0.766262365948875,0.814295139514375,0.69172212014813,0.742059915444348,0.734898715456016,0.909633903493173,0.899002852892503,0.838731923993677,0.863288579820655,0.901387589295395,0.964540722593665,0.960917612034828,0.97307622442022
Sample No. 629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.776459166816436,0.707615402458701,0.832082557667978,0.713303653466515,0.83020780291548,0.820045015252195,0.704599089037161,0.843227831143886,0.862811970654875,0.85405757419765,0.907280856180005,0.88347972614225,0.920009736940265,0.927985936459154,0.92381502661854,0.974672589953989,0.956921459846199
Sample No. 630,1,1,1,1,0.810423179589212,0.698085286574438,0.783390661516692,0.823176170211751,0.697933514091652,0.706907842600718,0.751300537750591,0.909179869611748,0.896460974860005,0.85567871183157,0.867648444932886,0.880396687102504,0.996863725893199,0.990545618496835,0.929515593741089,0.981993572805077,0.995556649137288,0.996278170067817,0.931329361945391,0.921373799853027,1,1,1,1,1,1,1
Sample No. 631,1,1,1,0.800408295357134,0.724829924864695,0.817599821068812,0.7671191593064,0.721822528041899,0.765996655427385,0.697728322203271,0.917986495926045,0.91069516651798,0.854298395132646,0.844184994161129,0.875367410410196,0.943634265512228,0.969088878240436,0.962471667509526,0.975506172385067,0.924332640729845,0.930846906621009,0.948900809660554,0.92022592086345,1,1,1,1,1,1,1,1
Sample No. 632,1,1,1,1,1,1,1,1,0.777745933191851,0.822410798656289,0.71192011326924,0.704095682479907,0.821186615237035,0.765201932367869,0.796301724041346,0.838594997357577,0.884138502732851,0.87405550477095,0.860509894558229,0.90956035081204,0.92526624776423,0.994955632891506,0.979391840379685,0.985450924448669,0.944269463662058,0.932890648730099,0.954763484764844,0.926513553597033,1,1,1
Sample No. 633,1,1,1,1,0.832308884036262,0.832421178942546,0.729641962483525,0.700884550403804,0.816124186910689,0.744634990674909,0.811338746327907,0.872353201494552,0.871243413031101,0.912241278809495,0.89838570989389,0.895405261686072,0.962656322326511,0.974767737910151,0.9584498331137,0.937226654812694,0.921806455235928,0.943924997057766,0.959518568795174,0.970769373048097,1,1,1,1,1,1,1
Sample No. 634,1,1,1,1,0.706747434871737,0.692878363387659,0.722594408005476,0.697687147291377,0.71470972736273,0.733494967363309,0.787617754192557,0.840943210028112,0.855664744745009,0.871167422336526,0.8779037136361,0.913121184042655,0.991033488102257,0.999127684142441,0.92283433591947,0.925126024130732,0.99570839939639,0.933949868381023,0.981508127227426,0.968271975144744,1,1,1,1,1,1,1
Sample No. 635,1,1,1,0.737585488766432,0.814072434931528,0.778833233636338,0.712684020960238,0.795570490755141,0.757555209765211,0.796519137827214,0.852297496063635,0.850245290616527,0.896726437182166,0.894700674979948,0.888306913685054,0.962304768618196,0.97378453463316,0.933820014577359,0.998351505286992,0.924882275685668,0.959047531057149,0.96741384062916,0.967612079456449,1,1,1,1,1,1,1,1
Sample No. 636,1,1,1,1,1,1,0.759840699670836,0.746988397151232,0.756262353902217,0.810811205861624,0.698987127981614,0.73037124292599,0.79701675091777,0.902812261148356,0.859744644663297,0.881919654724188,0.873892016545869,0.911175873956643,0.975613243225962,0.983371489159763,0.961136397588998,0.936087971869856,0.98260427614674,0.936142758075148,0.977391137946397,0.938473348990083,1,1,1,1,1
Sample No. 637,1,1,1,1,1,1,1,1,1,1,1,1,1,0.699925873546395,0.738716750476975,0.819451554540079,0.736961976347026,0.754042813159991,0.74293282346474,0.693595583843067,0.890349982698448,0.893442295897752,0.870689449524507,0.911822590245865,0.871809225165285,0.956203638445586,0.938149608001113,0.940582938846201,0.981040091756731,0.973873951155692,0.996162760835141
Sample No. 638,1,1,0.725521981868893,0.771744603537023,0.7965522195925,0.731491802413017,0.809972534877248,0.831384216750972,0.799183662423398,0.879358464309014,0.844326215606183,0.843335410322994,0.862637773238122,0.864655698914081,0.974935071598738,0.98190060833469,0.992623403444886,0.999086086582393,0.940267545040697,0.946342163886875,0.931031678896397,0.967542252708226,1,1,1,1,1,1,1,1,1
Sample No. 639,1,1,1,1,1,1,1,1,1,1,1,0.722339492013212,0.792100246217102,0.731795746217482,0.797667351273354,0.833677912120707,0.803238055344205,0.789418661828619,0.862100651419722,0.890993032354861,0.867313553608023,0.843305765255354,0.853671320109628,0.988685601949692,0.939822304472327,0.943249853942543,0.953587089013308,0.938119445387274,0.968538826592267,0.951689472701401,0.921170815266669
Sample No. 640,1,1,1,0.821025934327859,0.822701802583411,0.779820114480332,0.763325639151968,0.818227176381275,0.77711961737508,0.782783715300262,0.872641726754606,0.897643798564561,0.886269637156278,0.88483016751986,0.911473506822251,0.941029215790331,0.94340487729758,0.921099107339978,0.965006396658719,0.99329613564536,0.947839931678027,0.934887166228145,0.941463733315468,1,1,1,1,1,1,1,1
Sample No. 641,1,1,1,0.819061194256879,0.807003260766156,0.790060876299627,0.73409060950065,0.773680055981036,0.703528269998729,0.784014434298966,0.877643586342223,0.83767289084848,0.852630778761581,0.897848496701568,0.887376960088499,0.970852931570262,0.923217181470245,0.959885717574507,0.954060878939927,0.925131074301899,0.95669220643118,0.968815363422036,0.977581166308373,1,1,1,1,1,1,1,1
Sample No. 642,1,1,0.702012081119698,0.773080258165952,0.700773644029628,0.749087027787697,0.724931619212963,0.782202457277104,0.796349719657097,0.865262990427203,0.912047426084057,0.903168564402498,0.873012453221716,0.865659494920634,0.944675872288644,0.997585519142449,0.989690103419125,0.959587234612554,0.98422705668956,0.957725451756269,0.927983202729374,0.993914263397455,1,1,1,1,1,1,1,1,1
Sample No. 643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 644,1,1,1,1,1,1,1,1,1,0.80982661687443,0.728668052110821,0.769055760525167,0.717912094657309,0.764879051224794,0.770689683921169,0.740324754024856,0.885395397321321,0.876316075046547,0.88061450543534,0.904848774024285,0.857574241710827,0.93060816289857,0.971000926699489,0.988450423385948,0.937782800476998,0.995911827776581,0.950561097059399,0.934720770623535,0.940131127703935,1,1
Sample No. 645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.754620383460075,0.707563810447697,0.792550442741718,0.739435299673583,0.723952786358073,0.748521515868139,0.738637185505591,0.910035157103091,0.899446187419817,0.881693524650298,0.87673467483744,0.858739795920439,0.935646548420191,0.979340230748057,0.943663311824203,0.980885292366147,0.966627554371953
Sample No. 646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.700395850803703,0.822297169595491,0.773429898849223,0.750526222180575,0.814044477931689,0.704967590294778,0.757112238336355,0.872505926607177,0.867783299911767,0.91493725637719,0.916896568440832,0.86929366557952,0.96735561594367,0.922068285588175,0.925950158964843,0.946090640369803,0.972790516745299
Sample No. 647,1,1,1,0.725434742112644,0.783901432623621,0.719688213967253,0.810582156806719,0.757552095538937,0.738304640691727,0.692979329453316,0.919708265622146,0.915955929454416,0.89676522183232,0.849205473571084,0.915979507641867,0.979098587743938,0.948007294367999,0.934729402735829,0.952411762084812,0.939166452586651,0.970444289017469,0.924979350883514,0.998390163686126,1,1,1,1,1,1,1,1
Sample No. 648,1,1,0.826569643117487,0.762907592045609,0.691477343185339,0.782907022770029,0.811157816207502,0.804017587356735,0.76190340526076,0.898735455367714,0.863051300016232,0.862960370996036,0.912099673699588,0.863139852453955,0.942770900800824,0.934195955041796,0.943977577164769,0.928999392297119,0.998716054819524,0.958142769578844,0.968616735376418,0.921873014699668,1,1,1,1,1,1,1,1,1
Sample No. 649,1,1,1,1,1,1,1,1,1,1,0.767468412501272,0.771358373611234,0.757328074997291,0.810557932897005,0.696034561378416,0.690453307949007,0.703167207540479,0.885738527573645,0.892276002482511,0.874216938236728,0.842113689589314,0.897808842258528,0.980866899900138,0.961298682186753,0.984352749064565,0.955109569914639,0.9919111331366,0.926691280733794,0.981064064670354,0.948726132363081,1
Sample No. 650,1,1,1,1,1,1,1,1,1,1,0.824961027970072,0.70235543104494,0.722861153168138,0.82894929940952,0.723074248353019,0.728965824808925,0.830208338973112,0.883008702246472,0.853845501117408,0.89040970817022,0.838575876406394,0.867734825479798,0.992975013870746,0.94240765158087,0.962083249781281,0.957995597179979,0.978014369271696,0.971640494670719,0.966446132082492,0.974378279186785,1
Sample No. 651,1,1,1,1,1,0.745141500073019,0.719171970490366,0.706900128385983,0.80395060893055,0.821705981671344,0.764370456025004,0.803139220901299,0.843963110256009,0.866808267973363,0.882907602460124,0.839926516569219,0.887614200562239,0.995655424240977,0.957965294215828,0.946957952473313,0.984776507820934,0.925709806196392,0.9373036198318,0.966900379993021,0.956516446918249,1,1,1,1,1,1
Sample No. 652,1,1,1,1,1,1,1,0.826255901776254,0.693797971880063,0.82837194127636,0.782435276407283,0.811818951043766,0.709198307445273,0.722595670913812,0.859493167968467,0.905838258531876,0.899821313017048,0.840611107172444,0.838224035004154,0.944443261735141,0.971604537405074,0.930338489506394,0.931265322808176,0.920129242110997,0.978504239935428,0.989626226648688,0.998148435521871,1,1,1,1
Sample No. 653,1,0.739746433823835,0.80662795284437,0.770556900151074,0.700384751452599,0.784987007653341,0.709371415014844,0.814653262509033,0.891458030304871,0.856821869377978,0.850701455395669,0.865302043488249,0.871036228768527,0.948495887015015,0.97717030826956,0.938658683169633,0.944400684367865,0.938151735775173,0.960494198091328,0.974925749395043,0.965368385203183,1,1,1,1,1,1,1,1,1,1
Sample No. 654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777544405417517,0.752018580750097,0.828450250394177,0.775086334395688,0.702993503528647,0.719062915503979,0.76791035494674,0.866339894899167,0.844560340761207,0.854812543431297,0.845870371455327
Sample No. 655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.773903342896607,0.773925579876173
Sample No. 656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 657,1,1,1,1,1,1,1,1,1,0.814845735487994,0.819711590059102,0.741705533747096,0.744552374585997,0.765304589622188,0.782888234210201,0.762709750317968,0.895522946855985,0.864426839513704,0.8669253018694,0.915221346149221,0.878868922858499,0.922582993675023,0.979802746083587,0.985418789461255,0.938881776388735,0.922807694952935,0.940709001738578,0.92016675401479,0.994977734424174,1,1
