Sim No.,Lambda,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30
189,0.971652402638118,64372,63633.2422652897,63142.3939150206,59414.3970862245,60027.6639005718,59244.5131766421,54835.272108878,51945.245456579,51277.4454424821,46974.8109044108,45825.4908863241,43207.8107721074,43280.6733259897,39407.0189734242,38652.4894360821,39428.2716425155,38890.5724632385,37602.5005596342,36391.5822636527,35437.4330778472,34499.0130908355,32091.2636609823,33133.5030753163,32359.914186381,29904.2413340951,28082.7267801005,28726.7294877938,27129.4369035663,26290.0911600363,26240.8486855904,26700.1806939013
190,0,64372,62864.9145612332,60120.5254660936,58743.430560065,58330.5204599012,57897.0854194747,54913.4864321729,54290.0280865613,52828.0275333823,49145.2959690015,50109.3239913439,51719.6838039655,47483.2227712653,33593.961451005,22994.2855880028,16087.872599921,10135.0717390149,5605.64204947468,3790.37238814473,1489.51083146089,68.0034608890053,0,0,0,0,0,0,0,0,0,0
191,0.941282631405555,64372,60637.442835412,58224.9150448893,58650.3762542699,55253.8225060387,53971.0985241192,50370.5337142571,47204.3184624441,48294.0627802093,47941.1352789678,43249.263648763,43517.5673973111,42178.2446758447,37721.517721373,35395.2201836369,31899.9250409829,29646.9307534628,27601.691915068,26645.3912578668,25057.3905899217,24017.2010004921,22816.2870881792,21261.070508481,19940.5600575348,17800.9650007076,16169.3909846822,14083.9119105912,12435.5572963332,11126.2189344968,10180.1704178927,10214.2898283075
192,0,64372,61610.7649516054,60280.8173756931,62548.9896978136,60627.357211534,58229.667224908,56980.4517806256,55974.5028968757,39295.9720952505,25061.2674202431,17793.7114382716,10604.632113683,7046.18937561831,4292.27703110108,2015.52237829678,529.697823898901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,64372,62803.6340230971,61425.1675976241,60965.5198238043,61078.6808128045,54851.6014102481,51147.0288978343,51986.2397662317,47209.1462314022,36734.5108947359,22060.2876311362,16841.7765823839,11611.5911352114,7712.60113999887,4231.13758580551,1967.01978757206,498.685436229034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,64372,63764.6821255062,61841.3360496088,59850.3685413155,58024.9578520912,55603.993954987,52826.5285725477,51652.9241809426,51156.836577589,46061.1319217058,44080.9875533525,30408.9170002778,23741.2044566059,16261.9241173655,12045.3202293277,7973.34188651199,4824.78519197511,2431.0019954486,733.891976841169,0,0,0,0,0,0,0,0,0,0,0,0
195,0,64372,62120.9696506925,59222.6545388395,55000.720806622,52004.0708554562,34872.0092277704,26114.2650896545,19171.3927850963,13487.6199691555,8745.62351464886,4981.88777471337,2274.37638704312,679.298404181537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,64372,66283.7429286342,64092.348296989,47016.602252493,33837.2841695204,25008.877042542,15930.8643011956,12118.3491021783,7764.70391461473,4575.96123122509,2866.97383104873,1361.0655751912,87.9365048101614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,64372,58307.697838015,37765.9348964615,25575.1520045568,17965.4052276023,13345.4385255331,9917.88949427285,6537.63422586494,3254.13688026037,1516.57400713104,106.559434230496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,64372,66401.3803084937,62826.3705344565,62649.2712549611,60590.1071144832,58809.2694147849,56897.1411612682,55132.8424652799,38954.2046719664,27543.3419237674,20906.4527251142,13462.4728806729,9066.06991793175,4790.69626443144,2227.80309543328,619.284173046813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,64372,63293.2790216403,63321.9116295391,64312.9756703184,60247.1223524552,46633.8843280706,30618.4766002426,21942.5960005602,12981.4120888603,8591.65358414845,5108.01477562658,2726.96119036715,1258.3856042896,113.62051701268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,64372,64475.6057600228,60929.5653487293,56636.4561761479,52758.9676633984,48557.9055231704,44442.8488956736,42464.3858518136,40973.7533918514,39742.9295323535,38058.2581708034,36081.2846597608,34330.421671561,31851.5875717431,28448.1785714055,20865.3713813555,15599.3463784662,10627.6828782868,6337.98741348932,3069.04463975198,757.265987662145,0,0,0,0,0,0,0,0,0,0
201,0.954417206868373,64372,60109.3486555714,59708.3491401806,57491.3001585647,55876.7080011429,54280.6846353872,54758.7103094904,52657.7405201152,51476.5679596421,47283.0746356483,44976.803804141,42384.6138015357,41684.3712273406,39850.6611449274,37911.7346867434,36511.2464512125,33559.4218455997,32612.5424004428,30173.6919869994,28505.7711428829,27932.5020856032,25882.3651260776,24391.2395074155,23780.7444405957,22667.3918093279,20861.3482720751,20124.4199946207,18709.0030442539,17441.2945695553,16171.14444356,15737.1623240592
202,0,64372,62610.3735454876,59814.8111779312,58761.6068174618,55224.7626531038,51306.1694233931,47428.5251089702,45311.4311512906,43533.8755853427,40722.614806349,38852.674206243,29461.8239370066,20733.1752278641,15281.9382246882,10653.7912271371,7069.09680301624,4332.50875854327,2201.23448567757,513.820664676628,0,0,0,0,0,0,0,0,0,0,0,0
203,0,64372,60930.262572652,59604.2387491896,57935.2921935388,56459.0367947712,54200.5005477121,53885.4639107967,50934.4973359325,49849.3865393946,49429.389808285,45194.5858612635,33260.5035408858,26040.2229419152,19906.5721752331,13735.6569701481,10104.1145522755,6034.05535722796,3474.06989633508,1648.96395106221,132.187310887109,0,0,0,0,0,0,0,0,0,0,0
204,0,64372,61319.3512330108,59356.26060788,59045.6512883036,57482.758536413,46886.50729868,31462.7873212455,24678.4475127519,18426.2433628902,12849.9063435474,8143.61314191368,5103.54080950981,3221.91107087006,1671.7850041206,248.982077261324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,64372,62758.1390184127,63350.9899547817,63792.9049894725,64184.2502073117,62192.4369069023,62668.9867112381,65200.8292697371,63548.4455012338,60985.9606170643,55110.1339281169,44894.2464808683,32539.9855453423,25447.7703084437,19577.0057480232,14848.3102674665,9782.03170009944,6414.27698083,4555.59839922824,2820.76846223279,1020.14164101188,33.2386803296865,0,0,0,0,0,0,0,0,0
206,0,64372,58427.0483421575,56963.6378348962,42546.4651593541,30115.8030586675,20512.5878973052,15358.7647434475,10849.1291449649,7910.77697881624,4661.13646211524,2717.71722250763,1210.65526752626,32.8041698858657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,64372,67240.0498102648,66780.493971542,66876.5062867801,65863.8696901006,61968.9822340155,41506.0301517563,25957.9066528413,18602.3137930954,13800.9062382822,9522.50425314755,5799.09869277971,2823.85409396329,1014.23049149526,23.1067192859301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0.978915407929905,64372,60379.3762120882,59869.7263817812,61469.2953248679,64087.6087081334,64296.1744912361,64758.0400135405,59847.0201625507,60241.250097478,60811.6068471767,60059.7987294389,55977.7433864751,56217.4981050576,56163.4864656172,57791.7856137391,57539.154257423,55874.774682189,52172.4094358131,51626.64284968,53785.0279692365,52333.8407857454,48719.4179474344,46681.5570027978,45363.0102618096,45743.7305045576,41700.9666448212,38932.3790635787,38140.7437371502,36486.4158383576,33424.0751827505,33234.2765485916
209,0,64372,61188.7724325869,59480.4631614518,57730.335946953,58015.3864584963,56063.7081472637,51660.3562960436,51649.4697452016,48269.1850009022,47222.0388796112,47097.2569534708,46322.6487325371,45886.5156569919,44807.4925877034,45202.8584852983,42926.5125748594,33623.5942373321,26885.7809007042,17590.4881577567,12550.3084107374,7830.91103569474,4055.69970685217,1900.06504339935,391.709093094304,0,0,0,0,0,0,0
210,0.967295091631836,64372,60073.1022841462,58886.209638506,57298.1270458962,57357.2157574782,58985.1697193581,56351.4119778287,53223.7672920719,49476.6498074559,49013.7005951164,46162.1963711336,46038.7364470934,45599.8166676399,43083.6623854294,41243.3411104884,38831.5143680107,38416.7832523626,38132.6253281195,36661.8824039803,35968.4572543122,34884.7839797904,33215.1567486283,33085.0877803219,31921.224374372,30648.0383723698,30438.1244055174,27456.3185506094,27069.4637190802,26052.1054470513,23394.6810550273,23409.5814342214
211,0,64372,62446.7375983251,65263.8785090672,64322.7646982382,43991.4472426862,34497.2630935784,25475.6915560721,18911.5688219413,12041.4106417225,7129.1263177698,3970.97003388072,2331.66850168499,710.0930106102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,64372,58640.1151394017,44571.6360218362,26914.2300329783,18487.4011726109,13622.1661572254,9168.67982695402,5005.45577609723,2900.65564638406,1422.03220776676,113.536175218863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,64372,62036.654713284,61480.1420166351,59297.9359014269,56799.3377779633,58260.71326811,57940.3479970961,53525.5311513025,54300.3414722031,53679.1803459354,51503.6178702904,39226.8247013648,31133.8081716129,20149.1579857796,13027.9110881567,9829.55666060467,5936.32737958786,3055.69345857861,1452.82928972074,89.5963552833647,0,0,0,0,0,0,0,0,0,0,0
214,0,64372,63235.5762940566,62615.6785723026,63393.5374846022,57462.0514947402,54671.3778234925,52710.4181246196,39907.8037299583,30038.0832851274,22850.2257384275,14568.6585378892,9839.42547272139,6118.68431274124,2947.2983532416,1157.22605946393,64.863133697004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,64372,61890.8938900705,59003.8491000137,58409.364120017,57720.2287125709,51615.9925008213,52761.911902341,49859.563986732,47400.4556082036,45662.096773656,47413.6822286839,44415.7721290221,43839.8347278708,44463.9008749355,44951.573972054,42959.1277248072,41557.6212096221,37825.5924428272,24955.2802296225,16150.42863473,10713.7522007197,7453.95868279957,4857.42491812095,2042.46555743882,168.592836638274,0,0,0,0,0,0
216,0,64372,61127.520160093,56657.0384352312,39657.5436828714,30173.1739603965,22908.6773865764,16519.9387630144,10089.6118537328,6091.35174559119,3455.98518092727,1724.65745504044,107.709922478729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,64372,65658.1620581621,61003.8293237577,59921.4049658394,61041.302334825,60588.443380527,61799.8859725579,59021.5185596228,58026.6488049098,53672.6885061634,46802.859104438,44896.9139754758,33939.9094843089,24400.196650069,17857.8076775221,11435.9365713656,7220.62640538052,3921.05036030406,1255.71509946247,54.7590243320906,0,0,0,0,0,0,0,0,0,0,0
218,0,64372,60621.0815341676,59433.9441898822,54651.5944355932,36084.0565483622,23844.4414423497,16564.3716399182,10664.5764331977,6565.71567995794,3474.17026043776,1538.71706191733,135.853645378548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,64372,64185.4975082075,61221.6998341686,43451.6051026743,29387.5044842359,22876.1987924837,17423.2191089432,10738.5782325457,6587.78783223357,3783.99953273751,2053.51278245602,559.535553571317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,64372,61562.834605728,62085.4218326433,60888.6276593771,41868.4997307332,29883.7054863537,18698.4922667807,11875.3674112514,7264.4760201098,4475.02638529348,1861.50175890955,273.369418007822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,64372,63199.5843113275,56903.4110914226,54451.8734384398,40865.8706845693,29625.793090237,20071.3404624613,12845.180443231,7818.97225717449,4019.33104416959,1703.75676697807,180.811095359451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,64372,66560.7366056726,62275.0674346677,43115.4903848663,31468.5588007744,22233.5152028691,16053.6372330241,10387.9257095311,6296.81289229186,3099.16590516694,1426.63721946888,107.418294445162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0.913242893399328,64372,64219.3409510442,60051.8821816671,58027.8880108186,55708.2856622188,52186.2698164901,48729.0058995624,49654.4812297047,50223.4955093157,48648.3308751977,47235.5224951964,45200.6689582461,43503.1025274163,41257.915156581,39247.5062820558,37106.5496867003,36147.0806167287,34634.5693755195,32357.5685128348,30518.279588663,28206.0748419437,26521.7058510179,26059.1294765729,25430.6253507988,24556.6538602022,22750.3341598619,15109.1377475873,10813.6719629527,7383.25496237624,3820.68841077308,3164.85093168524
224,0,64372,66022.0879415791,65048.649045544,65665.6098341395,63152.4675918626,58377.6339892464,45002.7308355297,28535.7819494012,23564.7451584761,16144.3200581161,10126.5939355216,5592.96865740607,3227.19579204428,1566.83565838017,153.93710814867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,64372,59832.2698071313,60091.4238484411,58432.8552402465,55306.2463807501,55348.3003278077,54044.5247801785,53198.4040101558,54010.5866536096,52093.7359827755,49786.7149581168,35853.2554479021,27567.6575088207,18677.2880989432,12213.4847472071,7285.08109717963,4413.72844336322,2338.36954640137,738.539459447755,0,0,0,0,0,0,0,0,0,0,0,0
226,0,64372,61783.3046616874,60363.2221174927,57961.788114159,51796.238819916,35392.96634261,27632.3089069867,18662.0065434609,13229.4854360054,8262.53034768471,4480.12045065912,2149.46744421815,591.999169577967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,64372,64875.4134872503,63368.4168916959,61840.5618095609,60788.0713173092,57946.0084877255,56147.2283474958,54936.1053804215,54546.9855319666,52353.4745068144,38131.2649008447,24452.8485751026,14462.5544905039,9568.97639754349,5390.86893332882,2437.38278817851,682.097602708228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,64372,65688.4476543525,61810.9540151008,59891.183106212,60983.8172648069,57432.0784879085,45764.4879498764,31848.1576052892,24493.6505966847,17188.0319158534,10650.4540443715,5964.98886782966,2960.15861481943,1050.89180996014,58.9679758173423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,64372,63020.0604252779,59285.6470888841,55672.4624235947,37557.6714769244,26907.9839014353,20197.4333234195,14877.6657140114,9479.73605836187,6039.67527672838,3180.15598108711,1387.18907573877,70.5559494050989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0.971401460910587,64372,60763.1660996685,61132.4895255196,57480.1358778178,55944.1492132102,52082.5105617302,49386.1344393376,49576.537810572,49037.3868594752,49975.4062490867,49606.9664080339,46204.9745713409,45220.6414032202,44163.5483930356,44701.5511167913,44060.3807678467,42736.8951484058,42086.95854537,43505.5797903666,41467.9887239652,38707.5788934849,38821.1232557199,38370.234336361,37531.6426026537,33893.7278056374,32612.9289615252,31292.8299678852,29793.766627079,30164.3242629258,27767.8921053881,26533.9637687118
231,0,64372,66927.5347060624,61957.2659232423,62197.1509539332,59991.1895393894,60003.1615420826,58698.6726483815,61063.919565187,58538.4646215311,58691.9447079205,58079.6991652951,54062.1521539742,36155.4192186844,24969.2772780231,18700.2608453165,12359.3963111028,8934.67721949543,5187.95415302363,2594.79936297213,944.418712889813,12.5954390083475,0,0,0,0,0,0,0,0,0,0
232,0,64372,62241.3993616468,48383.5235862311,34651.3214724389,22830.2782023365,16397.276794948,11964.4363205446,7771.53806282644,4854.43370941607,2974.91506443611,1250.9378666377,97.3330861232806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,64372,61720.8825521304,43869.6994737483,31330.017583741,22949.0409873812,14750.4062210673,9818.10158716366,5962.83963026158,2828.26800353237,1057.3314914465,45.6823093518788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,64372,61322.6209803588,61502.8288480428,59819.0433594181,59052.5758303101,58896.3307531405,59393.150362418,58392.7427323738,53862.440139165,53014.7248832886,48597.0681453086,39445.4748128367,27853.2231550623,18874.2514287382,12563.7104734259,7603.67436408632,4913.176410172,2158.93102278443,612.312488168072,0,0,0,0,0,0,0,0,0,0,0,0
235,0.847294192790111,64372,61410.897782257,59049.2153811703,54898.3874348372,54405.0351947285,51714.4655918421,51553.6499091227,46064.1284448315,43154.91807944,44054.2789295122,41409.2729195062,37936.6690006047,37407.1614112276,36308.5275383659,36557.1344892829,34940.023797711,32782.9972377004,30769.59786344,29410.7593423901,27408.1216384829,25327.4020224797,22941.0072736383,21095.1914225681,20160.9335966802,17719.711409465,12179.3331998662,6821.43977807994,3792.34412675301,1500.5971598784,93.9568410362909,37.4185412172846
236,0,64372,62427.3287114729,63266.5180090065,61671.0402152706,55954.1430532069,57545.032467086,54563.2465661301,52835.0776491888,51388.1736864152,48854.3322365738,34403.1416325153,21853.9362833152,14247.5034079425,8692.19184908853,5585.42527572867,2850.93742361942,750.783571040347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,64372,60398.152218829,56545.7596112679,36502.9636539877,25712.9571521233,18261.4212070432,12713.2153411838,9126.64141148874,5750.9232738238,2801.1430690866,1287.57319346421,56.2870583194025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,64372,61614.4207688237,61879.935184562,60443.4557648003,58766.229764137,55068.343970669,53426.7093072739,55526.7084865113,51343.3095215281,52376.8448409438,50404.1764317804,48571.3642537555,47337.6845698903,45051.8157033164,42658.2124472179,32758.3780047885,20891.9412521859,14414.6261670914,9894.50535073966,5960.09175967295,3012.66959963244,680.125141138809,0,0,0,0,0,0,0,0,0
239,0,64372,65195.5636625145,63580.3184243186,62183.1609704286,61706.2525540024,62323.7405449759,59637.7837287176,54252.2955269931,37051.2153675236,26560.7057194052,19345.0889039165,13427.7044203092,9381.66292495223,6048.10715796266,2983.11795772108,1441.6245285582,108.895952346617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,64372,61577.3437781206,59496.4792240459,58508.9946701422,55912.9027856393,53084.1190767843,50472.9365903427,48616.2382756123,50419.2952695723,49455.9855151031,48995.3938289449,46742.3943119698,45530.8778359266,41427.6743792565,30308.349781881,21844.6689878719,14789.3910338708,10114.9922038652,7179.193144558,3572.94000610987,1273.56096804836,82.4275871511487,0,0,0,0,0,0,0,0,0
241,0.961600900919544,64372,65295.9055114702,66378.9304218905,63711.0834148048,63220.8852507002,64195.5968281587,61798.0612863335,61902.6903710379,60655.307396592,60844.7469019227,57660.5230137781,53816.5958307788,53919.9253679664,51109.7316460113,50587.1504019342,47068.6348181174,46002.6838329399,43775.957764678,40931.3330092796,39570.9325599568,37872.9647751058,35533.3913830289,34944.1150866636,33039.0351909861,30579.5118835575,27310.800273053,25269.8103004847,22824.593230112,21659.2557975056,19534.7179968858,19500.3911236431
242,0.945856560841735,64372,59105.5723923628,59409.0199156835,57356.510720519,55123.1746736214,52543.6596683369,51796.8802024661,51203.0203726204,48870.5818640981,46284.9116346475,45273.8556860396,41476.7254052709,39363.5306485307,37374.4844216699,34329.3632711299,32766.4190481066,31246.7763973498,29675.4400361087,28582.8783476052,26754.5974758382,25967.1960668779,25426.1629342388,24056.6644274923,22923.8340235999,21077.0129896946,18819.1496317667,17224.3034226696,15625.0480245239,13820.1786730393,12157.0810747839,11923.5517848543
243,0,64372,63423.442631058,60116.8548726725,57316.2274002595,55925.2087957632,52009.4382091981,51651.2151286544,53591.5304256628,54380.4662170755,53123.98506538,51376.9553890787,54008.7202964791,54600.2664989134,56899.8476851554,55416.4172327832,39275.9289182132,28962.2563724102,20975.3326325181,14893.8137346613,11012.3507084849,6868.96546673166,4017.99951831758,2578.68652074671,1067.27725394127,31.88925186226,0,0,0,0,0,0
244,0,64372,61372.4543732271,62048.187014878,62391.9410885094,61828.9860850898,58340.7964124235,54437.4504071413,51193.3255035308,37516.1562120949,27472.7491678772,18823.3996359445,12507.4735937146,7399.00301007043,4245.7896096627,1741.01023142365,130.723485433383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,64372,64493.0156327204,64855.2605991541,62440.6534292631,60911.0337962633,57013.4318023833,52957.3125589241,51905.5839604102,51654.3701594779,50538.576588965,48830.4505022741,46322.3188029652,45361.2869114748,45152.4716109902,44500.896130602,43324.1108043906,40899.1615574519,41295.1865553767,40122.9565759445,34882.9148378828,23503.1737840108,14454.90790046,10035.196441408,6391.53099597416,3019.87254721527,820.318206272595,0,0,0,0,0
246,0.959625660457734,64372,62226.5959395199,62867.273059843,60834.5568742849,60007.0059177134,56481.403426602,56030.0316565376,52680.3851380355,47548.7799985619,46992.6418638635,46012.0969974429,44446.2272352696,43888.4651632478,40442.1052562787,38419.2303624207,37904.3927276671,35290.2967703794,33056.037497701,30090.4014126906,28869.897972957,27380.4908977452,26309.959691295,26264.8890654375,24745.5590385942,23796.6045990348,22687.741760186,21995.4577784605,21125.6081338731,19239.1989107343,18070.5489545546,18442.9883107135
247,0,64372,64666.6363984167,62979.1252818209,63661.5371401891,62177.3279619469,58772.0463969477,56576.4679596728,56004.1106562651,54490.5711155907,51801.4516746283,48716.7196731701,47186.3117818058,45573.8150923864,42227.7527781778,39119.1175476369,27204.4971694058,16474.7993936162,11640.7165242457,7232.85593110679,4370.62953787431,1877.23771860372,232.362207192784,0,0,0,0,0,0,0,0,0
248,0,64372,61264.5825048881,55448.8259046999,50948.4350168519,48438.6553221556,33201.4913821377,24216.0793137545,17526.3382883419,13117.0907311473,8631.07589239291,5240.76113526401,3120.15065287117,1448.55929093417,89.0095274971909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,64372,61585.7962281578,59958.9469505005,58113.7690757699,36998.2592973923,24912.0426163293,18131.3560808677,12357.7023192641,7686.88530411858,4184.27309702125,2086.32471025927,482.894958954981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,64372,61956.633534131,57825.9756739367,57957.8916000701,55893.3688006977,50651.775068938,46385.8289581394,45855.3391011035,41630.3595513688,40726.5823403275,38176.166520457,34664.9300090251,24931.7104252858,15805.1287418807,10468.3682898706,7398.01516301099,4967.76229285702,2516.35375963587,593.688309269337,0,0,0,0,0,0,0,0,0,0,0,0
251,0,64372,58450.7414622221,54838.1826991554,56740.1619940411,53585.2814621965,50437.2583319152,49729.2522801892,35255.1569403167,23991.5619392895,18193.7910296755,11008.0167851314,7002.53291751654,4157.76680984907,1939.28769738342,469.951139458637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,64372,61827.4419461994,58076.5577485544,38262.8399150169,28234.7381749642,22131.4459763953,17009.8635149697,12035.4508952963,8931.87321503001,5179.7316250251,3102.0261888312,1405.38192333501,109.118584044501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,64372,63881.5857670326,61715.1795650826,60828.4525285436,58713.4821761839,55963.5835555213,52112.6577249872,37906.0146836531,25692.0760830115,18927.4253634199,14175.1988200011,8697.7161085993,5031.62689880749,2315.01324067764,692.936055432701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,64372,65837.3238343325,63960.767311795,59231.3593118574,54503.7698411691,53643.6057693315,40249.2217199942,28895.8384943319,21254.2130882357,15540.4655545711,9579.12051733133,5930.17190477185,2763.03785555776,1077.0095061507,45.4758407497426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,64372,63194.8671072138,59850.0326203963,55310.5512047688,39434.7936997738,26343.1595358504,17226.6594544985,11682.242096597,7483.75382454658,4106.96235849709,1693.48082479402,244.304042099869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,64372,67274.4208270965,63570.7866679469,58632.0111141768,59497.5221156594,55887.8904975338,54881.8109195322,50273.1904005326,36198.2435885329,23779.6032572002,16197.3589278039,10676.8514595886,6788.17600138647,3579.83749575631,1178.58912910807,50.1874477726525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,64372,63299.0336953949,62564.2168678001,60584.3334226801,60994.2874053908,58055.7052894331,54695.593938038,54512.3448056412,53451.3419555444,40408.9717280747,27998.7835795983,20909.2487539197,16363.9089494833,11512.1210659176,7273.62677747788,5024.60893139068,3114.92850340795,1564.33147244199,84.7214059929911,0,0,0,0,0,0,0,0,0,0,0,0
258,0,64372,59406.5081088102,57848.2042045839,40317.7419986549,29995.9608480808,20113.3784054701,16057.3408816915,10839.573793213,7479.56803317136,4740.81767740858,2715.79871562473,1223.98742993158,48.1915634129506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,64372,63248.158339363,48878.4584681146,36782.560398323,25435.1874917322,16864.2315661707,9920.62026006455,5943.62256297491,3660.26932537138,1805.59546984387,172.703737823695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,64372,67851.6140083007,63318.5244859374,60985.2870089953,46967.6411965948,38684.855600589,24945.6855721296,15330.1848696793,10004.3944540065,6377.31109137709,3699.09366070625,1826.55654071181,200.258496050474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,64372,61034.8641260017,54327.6831969215,39633.0024260383,28257.0585217989,22300.9000384151,16323.3708979807,10821.2662351752,6479.14699716902,3416.85291530871,1799.08950323132,279.234095002105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.962535854620284,64372,65739.9373308134,62170.5064069081,58671.6125440434,58484.7192323755,57069.1678362979,56520.8042869674,54293.1039781729,51775.7029477869,47630.8960915997,45096.3979087738,43664.0179976304,41832.9501865493,40158.235277548,40162.4192265,37091.8365196976,36893.8889752198,35752.3492265254,34514.0115223471,32847.916045921,32145.1627893457,31895.5952343514,29799.8984773444,27700.7950929457,26769.6338553218,26190.9612040385,24224.9311642794,22618.4543604985,21061.5745145486,19351.672173265,20176.9236650531
263,0.969502473147957,64372,63080.6943456309,58720.130860989,56395.4550373734,55266.6157425786,55284.4168064843,52470.0005330309,52563.2870228173,49235.7426515909,51857.5837997704,51674.8566218414,53166.7794082666,53809.8197359976,48311.631451361,46226.0702045861,44031.8153748549,43102.7362488911,42161.9547841892,40049.8666534007,36088.5005003013,34979.4896790672,32917.3538044023,30470.8047504508,30440.9144319491,29311.027097365,28273.0191191153,28310.3464933292,25891.3188583532,25196.9433692489,24819.7362772022,24905.8246577981
264,0,64372,65068.5269025338,67523.4926228939,69002.5604833675,72500.7906612233,72021.2399132152,68334.4594434905,65987.4531939771,61714.7308701359,60905.5618496599,57625.9060762185,56036.2379889833,56388.3828556958,52762.7329466517,47700.5745301846,43989.4406612881,41539.4588630291,38220.0870004292,34433.4234478039,22823.1092325905,17256.0665309412,10788.9941144142,5960.96786666773,3186.32794567418,1208.40842393828,23.3631230666394,0,0,0,0,0
265,0,64372,62587.3782399055,63430.3929130297,60966.1481199181,64399.4829683531,63496.5674203453,62063.0553037813,57508.5164629202,56458.617616825,52002.0809960222,36655.1849748727,26317.4522444124,17540.3356146649,11403.3923886222,6958.9529779706,4192.69278067938,1834.48545261797,376.718296026581,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,64372,61541.6359056068,45854.2070637887,35227.9530578092,26591.7117170395,18306.2684468944,12821.3798561046,9680.83134396074,5860.67560671043,4129.99541998387,2548.60069608894,899.814127112954,12.2263556294025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,64372,62801.1923292846,61778.65150277,58339.8596948925,58256.0014143019,58264.7739023852,56737.108573126,56885.779864157,55817.2485268815,55618.9561839738,54450.0684506903,49942.9302524653,36875.4844298351,23575.6877810478,15483.9939720967,9704.13869841969,5852.9131674877,2871.15117973919,1141.77290704903,65.3385923983815,0,0,0,0,0,0,0,0,0,0,0
268,0,64372,62726.9516575341,60158.7254012866,56640.8740496936,55013.0367404211,53901.5181901067,53785.6190533279,54769.1968449692,54789.4813790548,53345.3913072786,48290.5592593992,46435.1902185405,45727.3944757812,42535.3752285974,39979.6211439285,39815.2091062474,37687.7854611172,35866.0771634314,25267.7703117567,16128.4603030234,11195.4145454043,7270.51934579357,4519.50925094578,1931.52570429058,275.10177655016,0,0,0,0,0,0
