Sim No.,Lambda,Year 0,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30
269,0,64372,61937.3502103713,58677.157910028,57731.4732754029,53841.1747382765,50194.2635891322,40979.2575616937,27280.826961915,18288.7124557603,11506.3568068318,7286.61622668407,4442.93370013617,1961.44933471475,297.312394248894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,64372,61899.3476355275,63769.6492890711,65268.2639662066,62287.281136355,62664.4729611724,64297.1587650213,65028.9952764818,64129.5045386521,62122.7826196106,59502.2439142408,61784.6575052571,59656.7973807095,55455.1021466818,51909.3846906639,48409.582277451,45838.9351669781,31280.6575322174,21499.4679226403,13655.9827669376,8403.80724137905,4638.54689979967,2324.25231727403,363.948817014097,0,0,0,0,0,0,0
271,0,64372,61827.0017338852,59882.0136327724,40011.8704306855,26918.8813093099,17648.0431478653,11400.9514286605,7407.18120820033,4823.89813055571,2171.84669438111,508.321560394663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,64372,68184.2841172698,70281.7964787021,65287.7184272355,42581.3956424694,30280.2399526254,22388.6862575693,14309.3116446149,9755.95194782158,5152.74352824806,2377.64696462644,646.956210948714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0,64372,58073.4845360964,51817.5818816904,38629.6111532824,25912.8137743033,18291.9064158167,11904.3726174709,6537.47467549032,3617.48119070271,1196.84373419608,25.5142138480443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,64372,61901.3715718884,59976.2383380398,55900.3373304494,51885.4752917748,50336.2930078609,49609.8220134366,47226.1868979683,46621.993974812,45721.3887641073,43472.1020371975,41751.7123773748,32141.2179150977,23154.4816512814,16502.6656962942,10720.2890645196,6610.56430696168,3052.89569948679,1072.39357661012,57.7299042881687,0,0,0,0,0,0,0,0,0,0,0
275,0,64372,56588.3912223687,40090.7662188172,29589.1929223437,19752.8308263847,12007.7826984795,6511.92056012223,4035.10994570272,1798.24342362483,251.910741316001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,64372,61914.264438246,44113.4245863569,28940.6240757321,17539.6713941393,12132.0113949508,7386.05876114503,4196.87302827725,1934.34317756656,481.503049973333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0,64372,61040.0870410096,57104.3889150692,50684.365424672,34607.9605340154,21397.4916171731,13752.1926941163,8927.03486220737,6129.09188236081,2976.56851330357,955.143552946062,28.1259863369895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,64372,61590.3211182148,57159.8152268356,56002.5814931142,53957.2126547974,48224.925345825,48095.4612822973,44273.6034157734,39959.5112505054,37676.5833340074,36078.6123498692,33692.7932115399,32463.666909912,29982.1771951458,27967.816166196,27869.2230540106,26152.3648125203,23044.9291944006,21587.9954092829,20616.5345675756,19361.2396513117,17501.5966627463,16082.871424384,9998.10193716464,6183.71172890989,3292.5009624689,952.90898958233,0,0,0,0
279,0,64372,61266.8122226032,59126.7960535744,58004.0581801041,56826.8145003217,56464.6714090689,53194.8859520592,53203.0250040945,49112.5596706652,47397.3098128389,47021.1642857014,46192.7594721561,44034.9108081171,41353.8047845444,40192.4609578345,38472.0702937596,36406.993521369,32495.0432050942,23752.014574865,17624.5224359005,11079.3591029594,7740.38388121973,4482.83707328902,1811.63757347066,137.459308070023,0,0,0,0,0,0
280,0,64372,59535.0668521163,55279.9196715973,38532.2497848144,27509.3156391355,20423.6064635695,14589.687594774,9489.77730828354,5030.92977623477,2682.16330189009,891.876056833318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,64372,61746.1870593855,61777.4700648542,61302.2785088726,58660.150230995,57296.600970762,56683.8716252677,55695.0689768219,55233.8395176312,54104.9296168502,50111.6357203143,33423.5520426698,26346.2214907224,20804.3811641231,14866.0831508647,9622.55843987252,5856.02618618805,3392.71613095519,1670.08382166793,153.123644609296,0,0,0,0,0,0,0,0,0,0,0
282,0,64372,65886.7606550272,62796.3980931271,61688.2715748153,60077.0273418925,54243.027424131,51327.5680664904,50891.5266459353,47874.148505242,30509.5140128251,22008.7626935467,15931.5124020977,9672.73725357475,6749.12989211943,3905.64295575709,1441.4146876711,130.285295662448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0,64372,62745.1129448992,64079.1305127793,58746.8567996144,55461.9896060369,53176.5578058137,53751.8734501562,48861.7746208914,33157.6248515131,21537.2886325248,13091.7718810767,8507.1067111487,5222.77590463725,2948.79243825708,1083.76855971088,28.1665943745453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0,64372,64224.1355153007,61434.5797248353,61034.6989131771,58845.4945177363,55458.1390835549,53805.309320701,51946.6716645121,37964.602193923,26754.725916095,20645.8967250293,15342.1097302471,9691.62905578604,6042.36754542802,3025.45367380156,1259.89651569205,62.0188693302681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,64372,61572.0619317967,55019.4927375856,50043.89524014,35896.2123265132,24307.3623536606,17983.8280161412,14111.5988187767,8059.33159299932,4458.3721144694,2002.90964906181,424.45683052135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,64372,65353.3993567244,65757.2957938912,69101.5694245068,71021.1115315623,69125.6638600741,71379.8617415459,67770.1275848668,49948.1504895864,30615.3191670043,23841.5929662642,17562.2174929517,11997.7604171102,8711.73317354578,4925.99456239882,3096.31991141898,1311.24639824367,73.9847745428018,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,64372,65166.7473533936,64504.2923928564,61035.7762719142,61614.1114304986,62444.426557459,59197.4814135365,53726.8240249273,39791.5149652434,29674.9685750165,21783.3848346411,15599.5710997949,11651.8840988283,6794.79912867518,3418.44313278395,1614.82289882682,192.644978767984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,64372,61307.4020038567,56968.8625301721,39582.9332286274,25818.765539864,19564.3799594081,12931.0806876979,7563.68751867649,4357.64866407479,2090.50671245555,343.807034319696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,64372,63332.7371130958,61032.1984169783,54157.5496153657,54701.8516847616,49851.3804561377,46423.2641067653,45279.6649790315,43428.0071120526,41069.8361173477,39797.205191346,36683.5192867344,34745.556004338,33310.5317373777,29898.3737198673,28399.3827021637,26462.9823437768,17707.3850072673,12404.2170955826,7241.82656844363,3728.69989795147,1490.71493770496,67.6310257970975,0,0,0,0,0,0,0,0
290,0.893690968592644,64372,60058.2241533364,58055.3188991886,56716.9996267441,57696.8087333258,59338.5087613218,58532.8245613395,56051.1485284951,53098.3984980689,51393.4226252731,51308.4913217944,48004.8749721889,44779.3469797486,44773.7812007676,43133.9534004195,43258.5063042695,41322.9194325111,41426.0957139715,36801.0909058499,33708.0848684438,32153.5136036818,28810.9774119066,28415.4150037855,26105.773162284,24739.7539365089,15375.19319784,10845.2151541605,6811.06653056263,3648.14426852702,1620.51143540841,1291.43184695049
291,0,64372,56726.261867961,36923.5528252223,24996.0976903123,19711.1826332826,13311.5275237995,8554.67550554186,4661.89818171069,1957.19059317436,427.065588960053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,64372,57435.0316528803,44956.3261043186,33806.4370283163,22892.5755852632,14413.2406534128,9203.48910933653,4944.81171822651,2745.61204858075,1150.88926192322,51.885740492989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0.86885510450622,64372,64845.6970086003,62474.5119215516,57444.6639820395,56843.3840736074,52994.3769673093,53774.3396003148,52156.3717718341,48315.3180220425,50702.1212817622,50510.3122557112,50311.801607733,49157.1260084146,47851.9417681415,47098.282152387,46147.249308769,45546.0971083019,46791.4167170412,45971.1636697987,44160.7438016409,43053.4767123193,39813.4374903668,31814.5619584996,21713.5464963994,16152.7385830528,10740.6509469238,6973.23214675934,4250.21397792396,1624.80008506427,231.990754347397,198.352278410037
294,0,64372,63512.5436355692,62943.7920195908,58709.4923449936,53185.5114017604,50709.4151022785,47620.4855946968,46472.8255305756,43319.077810533,39620.563562439,38186.1133721776,36017.9552038466,34664.5620219099,31821.2655379628,29352.1666590918,27724.9339005038,26596.9973476614,24036.5592854871,22675.831671345,22268.8337296621,19787.8526558667,17865.0431639644,12170.9877928554,7661.96328412414,4254.63650976627,1624.76230594525,105.16358074006,0,0,0,0
295,0.971089369160472,64372,61127.5532101935,57201.3921986036,56394.3241130094,52845.9684601851,55470.8499101393,51305.9851497812,47664.7318740374,47663.5683726375,48133.8036084526,45373.5831916668,43701.679957206,43669.7459952486,40457.7732294812,39483.6226231853,40680.3337166906,40350.3094874486,38936.5589745103,37978.3875820632,37778.0349016679,37305.3632395576,36686.2210582712,34548.8383850793,33168.3907943649,32971.5694695042,31301.0866326856,30325.6830523579,29161.5237617171,27067.9476971462,25236.9016363846,26222.9969331019
296,0,64372,65101.3179910689,59436.6602201734,45740.722752982,32823.9139481428,23406.5204990735,17317.2676217367,12092.9848085008,8544.5242935893,6205.37415450492,4320.91805038133,2464.47968827368,868.497051703105,15.388897320923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0.916687334598292,64372,61842.3505416541,60805.6342891769,58330.2680747704,56565.1008614372,54843.0599089276,53697.1264543446,55218.1588194176,54685.6453636303,50736.788013127,53099.869969106,51827.0860305268,50722.9289740174,50296.019419459,49964.8878275885,53097.0160343701,50991.6698442453,51542.6347120154,52324.8605134272,49739.7971827192,50300.7590323512,48804.0282854439,47434.3451785632,45884.3093712783,33845.4867274603,22572.4593856319,16203.921694274,10641.8855346258,7886.99033791097,4442.89187227395,3297.58252955458
298,0,64372,55893.8483860738,41784.9808514547,30635.0310968538,21219.6845563498,14667.5239562074,9183.90645073957,6165.3527088922,3200.48744546814,1293.78264733949,55.3156843657021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,64372,60437.4865974841,62198.563327864,62646.9279608562,60561.9742968686,58346.3497196812,53056.4468749128,49595.5938600951,30547.0018397311,23421.5407664137,16792.4977112039,11135.5057638527,6228.00866389375,3285.06097042007,1054.04136885279,32.3795767394981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,64372,67218.7857307291,64960.4042929153,64520.3014324704,59436.7659923778,56746.8964469117,55097.7495004424,51341.2275346669,49465.9151692051,51027.5604741718,52137.6367147491,50481.0057693188,47867.8339565829,47375.9852775609,47001.3939549532,46412.4376138372,43490.4467040348,34948.5680710197,26311.441074115,19023.3803065049,13498.9141212851,9273.32072949271,6195.7616863906,3729.42793421114,2109.11304332847,590.279014809972,0,0,0,0,0
301,0,64372,67735.2868113076,65142.5332246816,65263.9708171552,62706.4473900523,63730.281256716,59757.5269570181,55591.2356746975,55327.2330639024,54795.7966364122,53975.4763729389,49653.0069948628,38784.1920236517,30421.0008176665,22454.0952932486,16134.2601127878,11654.297511358,7127.69471875991,3768.58983564778,1919.80095885526,266.658756792099,0,0,0,0,0,0,0,0,0,0
302,0,64372,60445.8618142099,56650.6851828826,54493.4206543518,52427.558674324,50900.2762481965,49632.5921822813,32096.8801339507,20538.6233686496,14846.9392471938,10967.2967836545,7311.75094425404,4051.22256936874,1542.82481958614,172.508264134827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,64372,65904.2473381314,62367.4231614894,59220.4938621886,46510.7557859322,31431.4818637275,21094.3174628423,13201.4431773889,9447.71458025632,5969.54896183587,3137.06831741262,1470.82694120547,87.8351752002993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,64372,66201.4488500056,65828.4433729418,64314.7779472072,62562.0714985508,61161.7832666369,61934.2245404702,58800.9808246528,54353.4696843815,54683.4532002135,52789.7033520512,51206.033766288,37187.771552694,27883.2370637667,18392.7393492417,12690.4404701336,8702.79816465958,6083.27801285791,3259.06817294925,1466.09085458207,111.53734813203,0,0,0,0,0,0,0,0,0,0
305,0.928793473707639,64372,62343.7938695752,62297.4381260077,60180.5646887632,61028.2758961109,62080.3575687517,64881.8735370971,62745.55722324,58999.898690141,60294.8358433494,56757.9507041482,55205.6547768022,54402.6153203383,53579.1577213576,51228.5122795532,50878.290669901,54467.9286505221,52967.104824059,52236.807052016,53102.2146237706,52752.7722491608,53227.792592775,53992.203878246,53088.9107518761,39862.7212275364,29349.0973174615,22022.648897753,14995.1323716786,10674.9605730421,7220.68137986836,5329.80087017238
306,0,64372,58494.9110208038,53832.2571647979,51694.4198426459,49463.2811325157,48853.1558540516,46082.7259910808,33885.5450602096,24761.6017423938,18820.1252669972,13362.891665404,9834.88123528432,5824.71725660932,3013.63378577076,1109.52496295639,53.781407293267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,64372,61066.4756612207,62742.1654082079,61295.6526508686,56924.2652804149,56112.6142450266,52227.9423338069,35644.5248209169,25229.476172486,17213.1394591961,11585.7405443281,7115.14882349921,4195.13460029377,2279.4583819035,651.34180118835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,64372,64178.93443196,59127.1096994897,37547.2213735024,25465.7101176536,19153.565610725,13806.9488950445,8219.70886718898,4551.32783716999,2323.15671570866,663.660255955942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,64372,63042.0585162362,60043.1456857937,58552.0149965716,54786.7187239367,53405.4187835425,51022.7358268502,49161.0794545119,47251.3603642254,43689.159416912,40999.6057547271,39341.6899283742,27807.1929870115,20239.0617641716,15186.6871521745,10734.3688512224,6855.45825188047,3467.85748748922,1524.7944101785,133.636724048885,0,0,0,0,0,0,0,0,0,0,0
310,0,64372,64576.5702363581,62515.339371125,59603.483533301,55803.6438511661,35879.5741915535,23945.0793400827,14862.1534455253,9396.73815290919,5797.3700435409,2967.93259226674,946.094566310769,14.1344934189114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,64372,59263.6541287896,47854.8877167219,31565.9736448559,20460.9517426095,14290.97723995,9809.52339878001,6859.5001067316,3126.25617994062,1483.64344861264,95.6650377382316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,64372,64903.9646755033,66087.9416045328,63534.0928496016,48448.562279355,32418.1843995232,23739.9959031232,15338.8801121184,10751.0146494466,6478.85345352895,3396.49705631264,1774.45957019676,244.462904363068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,64372,60660.0449461869,59627.8363443252,59173.9000685391,47175.268266112,30688.4676763815,24523.0608209353,18063.8513715451,12763.7251252485,9923.57471869511,6977.19304539371,4787.70802528696,2854.42641058985,1331.71498133972,87.0207634566047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,64372,67405.6065492555,66214.0345995313,61507.1381736488,64293.4637185153,65291.0837247063,66509.4918513171,69005.661372897,63537.3131408076,65754.0518935248,67584.9933341868,67589.4288914458,63579.7392304932,60306.0451715567,56987.7749260646,54814.0873237388,52809.283476354,51333.939611704,37650.7320685618,24950.8780267293,19794.8820802094,13165.3498123383,8241.95868833178,5536.43232334378,2749.35906109619,1178.0364854383,92.0989938593322,0,0,0,0
315,0,64372,59264.2427282078,57434.9129596736,56714.1203280189,52424.4398864562,50603.4661553375,33564.860992447,22878.3129468262,15261.1159076471,11400.9222874239,7718.37557518099,4716.59796350025,2143.55933535091,542.158148549848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,64372,58852.1503977073,48142.5525896156,37603.6622290634,24775.3564077407,18308.0818368366,11579.110822369,7935.34377196117,5277.56859340751,3393.74499363884,1675.26642621755,156.923629904893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.971883457017455,64372,64873.098510817,65148.7506258308,64357.2394909792,65428.50929494,64224.4367235125,61915.4664614617,58586.9881865226,59262.0698546851,57507.1476992515,56261.6541012634,52325.1686608255,49167.8988177245,46398.8176733266,45773.0738388929,42964.9629356557,42646.4832976118,42381.7508512223,44105.2238784391,42723.0560753578,38950.4809889641,38384.5747540529,38643.2366188224,36313.9282521843,34318.2006896711,31260.5266176526,31986.9461005896,29338.7031199627,28870.4134898902,26764.2897394419,26830.6687111447
318,0,64372,63864.4134364731,65695.6533845398,62649.927601965,60971.3636063687,55963.417911238,38760.9335602529,27895.755236841,19511.2595699743,11926.701931085,7312.05413580541,4700.29093204647,2079.26135101063,643.018095426523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,64372,66012.7487996427,65874.2726986122,63546.432152809,60775.4731133162,59202.7974759668,43559.8536111369,29298.5325005326,19428.9966863576,12664.9204349915,7910.24130374706,5133.15155166251,2451.28118358465,837.101662962805,0.822749460497114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,64372,64229.7028047816,64597.5196482411,60044.4221543507,60397.753891736,62017.1210157574,59903.3475137837,54635.1478301689,43665.1784395607,32255.1277516406,21624.9860215158,14584.5167261484,10488.554083148,6304.77496221049,2997.51455479796,1067.14109217109,20.3381571839058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,64372,63728.9006955113,61664.8870812371,43026.8589477302,29919.9308329784,20508.8085674042,14079.6389208487,8577.82316459227,4611.35929988805,1984.54317757473,360.796563754006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0.890461801247156,64372,66087.5366802756,68548.483989693,63238.0292729638,62046.3030033967,63659.1014134291,62740.3860531677,61038.5394590296,60239.0871891652,57582.6778318387,59067.252656732,55932.7748878879,50858.6742014173,50227.5372779348,49242.121566644,49260.0286596918,46690.5998800857,45688.6465066195,40718.099805559,40079.973177357,37648.731325368,34269.6003215329,32786.2060070465,29876.5698451288,21791.8731442271,15904.5332706046,11056.1363634176,6893.75572750188,3834.19145893894,1437.6781903857,1064.13620428975
323,0,64372,60369.1930614654,40739.3153773864,28361.3235295712,21571.8304594081,14746.4664200352,9144.17088769039,5075.37354014079,2584.58644171013,872.319735726031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
